Scar ||| Scar (Human) ||| 5 ||| 5
Cough (Horse) ||| Cough (Equine) ||| 5 ||| 5
Congenital anomaly ||| Congenital anomaly (Bovine) ||| 5 ||| 3
Vibrio odd-cholera ||| Non-cholera Vibrio ||| 1 ||| 0
Vaginal discharge ||| Vaginal discharge ||| 5 ||| 5
Sandfly borne ||| Sandfly borne ||| 5 ||| 4
Yersinia pseudotuberculosis ||| Yersinia pseudotuberculosis ||| 5 ||| 5
Campilobacteriosis ||| Campylobacteriosis ||| 5 ||| 5
Domesticated bird ||| Poultry ||| 5 ||| 5
Immunosuppression ||| Immunosuppression (Human) ||| 5 ||| 5
Gallad herpesvirus 1 ||| Gallid herpesvirus 1 ||| 3 ||| 5
Staphylococcus ||| Staphylococcus ||| 5 ||| 5
Trichinella spiralis ||| Trichinella spiralis ||| 5 ||| 5
Myalgia (Swine) ||| Myalgia (Swine) ||| 5 ||| 3
paratuberculosis ||| Paratuberculosis ||| 5 ||| 3
Vómyth (not human Primates) ||| Vomit (Non-human primate) ||| 0 ||| 0
EAV ||| EAV ||| 5 ||| 3
Influenza A virus subtype H2N2 ||| Influenza A virus subtype H2N2 ||| 3 ||| 5
Bovine cattle ||| Cattle ||| 5 ||| 5
Muscle pain (lagomorphs) ||| Myalgia (Lagomorph) ||| 5 ||| 5
Virus caprine arthritis encephalitis ||| Caprine arthritis encephalitis virus ||| 4 ||| 5
Alpers' Huttenlocher disease ||| Alpers' Huttenlocher disease ||| 5 ||| 4
Blindness (Non-Human Primate) ||| Blindness (Non-Human Primate) ||| 5 ||| 5
Cercopiteco of L' Hoest ||| Cercopithecus l'hoesti ||| 3 ||| 4
Bee depopulation syndrome ||| Honey bee depopulation syndrome ||| 5 ||| 5
Legionella ||| Legionella ||| 5 ||| 5
Off-cycle menstrual bleeding ||| Off-cycle menstrual bleeding ||| 5 ||| 5
Dracontiasis ||| Dracontiasis ||| 0 ||| 0
Gastrointestinal hemorrhage (not human Primates) ||| Gastrointestinal bleeding (Non-Human Primate) ||| 5 ||| 5
Pain in the joints (Avian) ||| Arthralgia (Avian) ||| 4 ||| 5
candyman ||| Camel ||| 0 ||| 0
Camel ||| Camel ||| 5 ||| 5
Jaundice ||| Jaundice (Human) ||| 5 ||| 3
gastro-intestinal bleeding ||| Gastrointestinal bleeding (Human) ||| 5 ||| 5
Fever appellant transmitted by ftir�pteros ||| Louse borne relapsing fever ||| 2 ||| 0
Streptococal toxic shock syndrome ||| Streptococcal toxic shock syndrome ||| 5 ||| 3
avian lymphomatosis ||| Fowl paralysis ||| 5 ||| 4
ALV ||| Avian Lymphoid leukosis ||| 5 ||| 3
Abdominal pain (not human Primates) ||| Abdominal pain (Non-Human Primate) ||| 5 ||| 5
Fever (Bovine) ||| Fever (Bovine) ||| 5 ||| 5
Leucocytozoonosis ||| Leucocytozoonosis ||| 5 ||| 5
Inflamación gastrointestinal (Human) ||| Inflammation of the gastrointestinal tract (Human) ||| 1 ||| 1
Inflammation of the stomach ||| Inflammation of the stomach (Human) ||| 3 ||| 5
Pustule ||| Pustule (Human) ||| 5 ||| 5
gnat ||| Mosquito ||| 5 ||| 5
Dizziness ||| Dizziness ||| 5 ||| 5
Sicknesses ||| Giddiness ||| 5 ||| 5
Mosquito ||| Mosquito ||| 5 ||| 5
Riftvalley virus ||| Rift valley virus ||| 5 ||| 3
Typhoid fever ||| Typhoid fever ||| 5 ||| 5
Epigastric inflammation ||| Epigastric inflammation (Human) ||| 5 ||| 3
Rift valley fever ||| Rift valley fever ||| 5 ||| 5
Influenza A virus subtype H7N7 ||| Influenza A virus subtype H7N7 ||| 4 ||| 5
virus of the epizo�tica haemorrhagic Disease ||| Epizootic hemorrhagic disease virus ||| 3 ||| 3
Wuchereria bancrofti ||| Wuchereria bancrofti ||| 5 ||| 5
Wuchereria bancrofti ||| Wuchereria bancrofti ||| 5 ||| 5
Chronic Wasting Disease ||| Chronic wasting disease ||| 5 ||| 5
Clonorchis sinensis ||| Clonorchis sinensis ||| 5 ||| 5
Severe acute respiratory syndrome (Cat) ||| Severe acute respiratory syndrome (Feline) ||| 5 ||| 5
Nosemosis of bees ||| Nosemosis of bees ||| 5 ||| 4
Herpes ||| Herpes simplex ||| 5 ||| 5
TTO ||| Scrapie ||| 0 ||| 0
Transmission by garrapata ||| Tick borne ||| 3 ||| 1
Varroa ||| Varroatosis ||| 5 ||| 3
Fasciola gigantica ||| Fasciola gigantica ||| 5 ||| 5
West Nile Fever ||| West Nile Fever ||| 5 ||| 5
Acarapis woodi ||| Acarapis woodi ||| 5 ||| 5
Fever hemorrágica Argentina ||| Argentine Hemorrhagic Fever ||| 3 ||| 3
impaction ||| Shock (Cervine) ||| 3 ||| 4
Virus of the Japanese encephalitis B ||| Japanese B Encephalitis Virus ||| 5 ||| 5
Inflamación of Glándulas Salivary ||| Inflammed salivary glands (Human) ||| 1 ||| 3
Cold (Pork) ||| Catarrh (Swine) ||| 5 ||| 5
VSR ||| RSV ||| 5 ||| 5
Infertility (Human) ||| Infertility (Human) ||| 5 ||| 5
Hepatitis of the duck ||| Duck virus hepatitis ||| 4 ||| 5
Hepatitis E ||| Hepatitis E ||| 5 ||| 5
Flying squirrel ||| Flying squirrel ||| 5 ||| 5
Ganglions linfáCosta Rican ||| Enlargement of lymph nodes (Human) ||| 0 ||| 0
Classical swine fever ||| Classic swine fever ||| 5 ||| 5
Reduviid bug borne ||| Reduviid bug borne ||| 5 ||| 5
Unknown mode ||| Unknown Mode ||| 5 ||| 5
Fever of Chikungunya (Human) ||| Chikungunya fever (Human) ||| 4 ||| 5
Common marmoset ||| Common marmoset ||| 5 ||| 5
Tsetse fly borne ||| Tsetse fly borne ||| 5 ||| 5
Incapable to walk correctly |||  ||| 5 ||| 5
RSV ||| RSV ||| 5 ||| 4
ephidrosis ||| Hyperhidrosis (Bovine) ||| 5 ||| 2
Infección by MRSA resistant to the vancomicina ||| Vancomycin-resistant MRSA infection ||| 2 ||| 4
Gibbon ||| Gibbon ||| 5 ||| 5
Excessive sweating ||| Hyperhidrosis (Bovine) ||| 5 ||| 4
Diminished egg production (Aviario) ||| Decreased egg production (Avian) ||| 5 ||| 5
Infeccione by TO baumannii multirresistente ||| Multi-resistant A. baumannii infection ||| 3 ||| 1
Monkey herpes infection (Human) ||| Monkey herpes infection (Human) ||| 5 ||| 2
Bacterial vaginosis (Dog) ||| Bacterial vaginosis (Canine) ||| 5 ||| 5
Fever by garrapata of Colorado (Erosive) ||| Colorado tick fever (Rodent) ||| 1 ||| 0
Picaz�n (Pig) ||| Itching (Swine) ||| 0 ||| 0
Virus of estomatitis vesicular ||| Vesicular stomatitis virus ||| 0 ||| 0
Streptobacillus moniliformis ||| Streptobacillus moniliformis ||| 5 ||| 5
Colony collapse problem ||| Colony collapse (Honey Bee) ||| 5 ||| 5
Ibaraki disease ||| Ibaraki disease ||| 5 ||| 5
Anemia ||| Anemia (Human) ||| 5 ||| 5
Chikungunya fever (Non-human primate) ||| Chikungunya fever (Non-human primate) ||| 5 ||| 5
Pneumonia ||| Pneumonia (Human) ||| 5 ||| 5
Colorado tick fever ||| Colorado tick fever (Human) ||| 5 ||| 5
Liver cancer ||| Liver cancer ||| 5 ||| 5
Junin Virus ||| Junin Virus ||| 5 ||| 5
Infection with HSV-2 (Human) ||| HSV-2 infection (Human) ||| 3 ||| 2
Fotofobia ||| Photophobia ||| 3 ||| 5
Helminto ||| Helminth ||| 2 ||| 4
Warts genitale ||| Genital wart ||| 3 ||| 4
Neck ache ||| Neck ache (Human) ||| 5 ||| 5
Transmisión by the skin ||| Skin borne ||| 0 ||| 0
Condyloma acuminata ||| Condylomata acuminata ||| 5 ||| 5
Condiloma acuminata ||| Condylomata acuminata ||| 5 ||| 5
Fear of light ||| Fear of light ||| 4 ||| 5
Colorado tick fever virus ||| Colorado tick fever virus ||| 5 ||| 5
Lizard ||| Lizard ||| 5 ||| 5
Body fluid borne ||| Body fluid borne ||| 5 ||| 5
Feather moved (Aviary) ||| Molted feather (Avian) ||| 5 ||| 5
Infeccione by helminto ||| Helminthic infection ||| 3 ||| 3
Hymenolepiasis (Rodent) ||| Hymenolepiasis (Rodent) ||| 5 ||| 5
Itching (Human) |||  ||| 5 ||| 5
Virus Without Name ||| SNV ||| 4 ||| 4
Virus Sin Nombre ||| SNV ||| 0 ||| 0
Equine morbillivirus pneumonia ||| Equine morbillivirus pneumonia ||| 5 ||| 5
Neosporosis ||| Neosporosis (Canne) ||| 5 ||| 5
Variant of the ECJ ||| Variant CJD ||| 4 ||| 5
skull ||| Wolf ||| 1 ||| 0
Itching (Bovine) ||| Itching (Bovine) ||| 5 ||| 5
Convulsión ||| Convulsion ||| 5 ||| 5
Nausea (Rodent) ||| Nausea (Rodent) ||| 5 ||| 5
rattail ||| Rat ||| 1 ||| 1
Shortness of breath (Human) ||| Shortness of breath (Human) ||| 5 ||| 5
Seal ||| Seal ||| 5 ||| 5
Arteritis viral equine ||| Equine viral arteritis ||| 4 ||| 5
Acute inflammatory demyelinating polyneuropathy ||| Acute inflammatory demyelinating polyneuropathy ||| 5 ||| 4
Pain of back ||| Painful back ||| 3 ||| 5
Rinderpest ||| Rinderpest ||| 5 ||| 5
Backache ||| Backache ||| 5 ||| 5
Hematuria ||| Hematuria ||| 5 ||| 0
Bovine plague ||| Cattle plague ||| 5 ||| 5
Red eyes ||| Red eyes (Human) ||| 5 ||| 5
Genital ulcer ||| Genital ulcer ||| 5 ||| 5
Náusea (Equine) ||| Nausea (Equine) ||| 3 ||| 4
Mosquito Culex ||| Culex mosquito ||| 5 ||| 5
Condyloma ||| Condyloma ||| 5 ||| 5
Asymptomatic (Human) ||| Asymptomatic (Human) ||| 5 ||| 5
Cryptosporidium parvum ||| Cryptosporidium parvum ||| 5 ||| 5
Vómyth in posos of café ||| Coffee ground upchuck (Human) ||| 0 ||| 0
Cat ||| Cat ||| 5 ||| 5
Pain in the joints (Rodents) ||| Arthralgia (Rodent) ||| 4 ||| 5
prokaryote ||| prokaryote ||| 5 ||| 5
decoración ||| decoration ||| 2 ||| 1
fine loamy ||| loamy very fine ||| 5 ||| 5
convariety ||| convariety ||| 5 ||| 5
site ||| site ||| 5 ||| 5
defining the axon ||| taxon authority ||| 0 ||| 0
manufacturing chemical ||| manufacturing chemical ||| 2 ||| 3
substance ||| substance ||| 5 ||| 5
Plant Collection ||| plant collection ||| 5 ||| 5
Restriction enzyme ||| restriction enzyme ||| 5 ||| 5
data stock ||| data collection ||| 3 ||| 3
numeric entity ||| numerical entity ||| 5 ||| 5
data collection ||| data collection ||| 5 ||| 5
breeding ||| breeding ||| 1 ||| 0
medium sand ||| medium sand ||| 5 ||| 5
blast ||| wind ||| 5 ||| 2
Stages of plant development ||| plant developmental stage ||| 5 ||| 5
salinity ||| salinity ||| 5 ||| 5
extinct ||| extinct ||| 5 ||| 5
genome-environment interaction ||| genome-environment interaction ||| 5 ||| 5
I am used ácido ||| acid soil ||| 1 ||| 0
genetic erosion ||| genetic erosion ||| 5 ||| 5
filogenéCosta Rican ||| phylogenetics ||| 0 ||| 0
environmental degradation ||| environmental degradation ||| 5 ||| 5
allele ||| allele ||| 5 ||| 5
cormophyte ||| cormophyte ||| 5 ||| 5
Angiospermaes ||| angiosperm ||| 5 ||| 5
geography ||| geography ||| 5 ||| 5
government institution ||| governmental institute ||| 5 ||| 5
Genomes ||| genome ||| 5 ||| 5
region property ||| region property ||| 5 ||| 4
estación experimental ||| experimental station ||| 2 ||| 1
food for animals ||| animal food ||| 5 ||| 5
strip transect ||| strip transect ||| 5 ||| 5
Ecology ||| ecology ||| 5 ||| 5
Light requirements ||| light requirement ||| 5 ||| 5
land region ||| land region ||| 5 ||| 5
plant adaptation ||| plant adaption ||| 5 ||| 5
sandy clay ||| sandy clay ||| 5 ||| 5
Planificación ||| planning ||| 5 ||| 5
manoeuvre ||| evolution ||| 5 ||| 5
Hibridación intraespecífica ||| intraspecific hybridization ||| 0 ||| 0
boreal ||| boreal zone ||| 4 ||| 3
breeding system ||| breeding system ||| 5 ||| 5
instalación of investigación ||| research facility ||| 2 ||| 0
terrestrial ecosystem ||| terrestrial ecosystem ||| 5 ||| 5
protección ||| protection ||| 5 ||| 5
perfume ||| perfume ||| 5 ||| 5
reference ||| reference ||| 5 ||| 5
it threatens to the crop ||| harvesting threat ||| 3 ||| 2
región terrestrial ||| land region ||| 2 ||| 3
furnishing ||| furnishing ||| 5 ||| 5
investigación-exploración ||| research-exploration ||| 1 ||| 0
I am used sandy clear fine ||| loamy fine sand ||| 1 ||| 0
geophysics ||| geophysics ||| 5 ||| 5
administrative region ||| administrative region ||| 5 ||| 5
grassland habitat ||| grassland habitat ||| 5 ||| 5
Collections of material genéCosta Rican ||| germplasm collection ||| 0 ||| 0
vegetable nutrient ||| plant nutrient ||| 5 ||| 5
grassland habitat ||| grassland habitat ||| 5 ||| 5
cave habitat ||| cave habitat ||| 5 ||| 5
Primary Production ||| primary production ||| 5 ||| 5
land element ||| land element ||| 5 ||| 5
Point transect ||| point transect ||| 5 ||| 5
compañíto of seeds ||| seed company ||| 1 ||| 1
commutator ||| collecting actor ||| 0 ||| 0
introduced vegetation ||| introduced vegetation ||| 5 ||| 5
helófita ||| helophyte ||| 0 ||| 0
plant ||| plant ||| 5 ||| 4
upper slope ||| upper slope ||| 5 ||| 5
fibro-vascular tissue ||| vascular tissue ||| 5 ||| 5
Mineral soil ||| mineral soil ||| 5 ||| 5
arctic zone ||| arctic zone ||| 5 ||| 5
water ||| water ||| 5 ||| 5
apospory ||| apospory ||| 5 ||| 5
Yolk (plant) ||| bud ||| 5 ||| 5
hábitat ribereñor ||| coastline habitat ||| 0 ||| 0
taxon endangerment classification ||| taxon endangerment classification ||| 5 ||| 5
very fine sand ||| very fine sand ||| 5 ||| 5
possessor of germoplasma ||| germplasm holder ||| 3 ||| 4
floor malting ||| germination ||| 5 ||| 5
decomposer ||| decomposer ||| 5 ||| 5
Legislation document ||| legislation document ||| 5 ||| 5
hábitat bushy ||| shrubland habitat ||| 3 ||| 4
feminine flower ||| female flower ||| 5 ||| 5
herbarium ||| herbarium ||| 5 ||| 5
traffic ||| circulation ||| 5 ||| 5
Red List ||| red list ||| 5 ||| 5
subtropical zone ||| subtropical zone ||| 5 ||| 5
main campus ||| founder stock ||| 1 ||| 0
order ||| array ||| 5 ||| 5
operating conditions ||| facility ||| 5 ||| 1
length decimal ||| decimal longitude ||| 2 ||| 0
Forest management ||| forest management ||| 5 ||| 5
scalar line integral ||| circulation ||| 5 ||| 0
threat classification ||| threat classification ||| 5 ||| 5
Rhythms biológicos ||| biological rhythm ||| 2 ||| 2
clasificación of the threat ||| threat classification ||| 4 ||| 5
degradación of the hábitat ||| habitat degradation ||| 3 ||| 3
land use ||| land use ||| 5 ||| 5
subdivisión of país ||| country subdivision ||| 0 ||| 0
kingdom ecológico ||| ecology realm ||| 3 ||| 2
Plant morphology ||| plant morphology ||| 5 ||| 5
colección crioconservada ||| cryopreserved collection ||| 0 ||| 0
flowering requirement ||| flowering requirement ||| 5 ||| 5
terrestrial region ||| land region ||| 5 ||| 5
decomposer ||| decomposer ||| 5 ||| 5
habitat ||| habitat ||| 5 ||| 5
common name of the taxon ||| common taxon name ||| 5 ||| 5
weed ||| weed ||| 5 ||| 5
hazardous substance ||| hazardous substance ||| 5 ||| 5
Processes ||| processes ||| 5 ||| 5
image analysis ||| image analysis ||| 5 ||| 5
organic compound ||| organic substance ||| 5 ||| 5
neofita ||| neophyte ||| 5 ||| 5
autoecologíto ||| autecology ||| 0 ||| 0
Property ||| ownership ||| 5 ||| 5
autoecology ||| autecology ||| 5 ||| 5
cryopreservation ||| cryopreservation ||| 5 ||| 5
peak montañbear ||| mountain peak ||| 2 ||| 0
taxonomic rank ||| taxonomic rank ||| 5 ||| 5
hybrid ||| hybrid ||| 5 ||| 4
environmental policy ||| environmental policy ||| 5 ||| 5
synthetic population ||| synthetic population ||| 5 ||| 5
Horticulture ||| horticulture ||| 5 ||| 5
Conservación of the nature ||| nature conservation ||| 4 ||| 4
quantity ||| quantity ||| 5 ||| 5
terrace ||| terrace ||| 5 ||| 5
plant category ||| plant category ||| 5 ||| 5
acquisition date ||| acquisition date ||| 5 ||| 5
andromonoecious ||| andromonoecious ||| 5 ||| 5
water tank ||| deposit ||| 5 ||| 5
founder stock ||| founder stock ||| 0 ||| 0
pedigree ||| pedigree ||| 5 ||| 4
seed company ||| seed company ||| 5 ||| 5
self-exogamy ||| auto-allogamy ||| 5 ||| 5
reference taxonómica ||| taxonomical reference ||| 5 ||| 5
vegetable origin ||| plant origin ||| 5 ||| 5
región superficial ||| surface region ||| 1 ||| 0
institución autónoma ||| autonomous institute ||| 1 ||| 0
epilithic ||| epilithic ||| 5 ||| 5
reference herbarium ||| reference herbarium ||| 5 ||| 5
reference of right ||| legislation reference ||| 4 ||| 5
environmental monitoring ||| ecology-related activity ||| 5 ||| 5
Resources genéCosta Rican ||| genetic resource ||| 1 ||| 1
weaving product ||| weaving product ||| 5 ||| 5
ademán ||| motion ||| 0 ||| 0
Land rehabilitated ||| reclaimed land ||| 2 ||| 4
strip transect ||| strip transect ||| 1 ||| 1
Traditional uses ||| traditional use ||| 5 ||| 5
Selection criteria ||| selection criteria ||| 5 ||| 5
locality ||| locality ||| 5 ||| 5
structure of vascular plant ||| vascular plant structure ||| 4 ||| 5
protest ||| resource ||| 5 ||| 0
hábitat general ||| general habitat ||| 1 ||| 0
conservación in situ ||| in situ conservation ||| 1 ||| 0
latitude ||| latitude ||| 5 ||| 5
Heritage Information ||| hereditary information ||| 5 ||| 5
date of adquisición ||| acquisition date ||| 3 ||| 5
gametophytic apomixis ||| gametophytic apomixis ||| 5 ||| 5
lichen ||| lichen ||| 5 ||| 5
chemical element ||| element ||| 5 ||| 4
acquisition date ||| acquisition date ||| 5 ||| 5
Nucleic Acids ||| nucleic acid ||| 5 ||| 5
propagule ||| propagule ||| 5 ||| 5
specimen ||| voucher ||| 5 ||| 5
tree cropping ||| tree cropping ||| 5 ||| 5
dam longitudinal; lateral dike; dam alluvial ridge ||| levee ||| 2 ||| 2
Anatomíto of the plant ||| plant anatomy ||| 1 ||| 0
Transgénicos ||| transgenic ||| 0 ||| 0
biome ||| biome ||| 5 ||| 5
policy-based action ||| policy-based action ||| 5 ||| 5
población ||| population ||| 1 ||| 0
Economíto of the producción ||| production economics ||| 1 ||| 0
Development económonkey and social ||| socioeconomic development ||| 1 ||| 2
food ||| food ||| 5 ||| 5
monoecious ||| monoecious ||| 5 ||| 5
policy ||| policy ||| 5 ||| 5
Transport ||| transport ||| 5 ||| 5
studbook ||| pedigree ||| 5 ||| 3
economics ||| economics ||| 5 ||| 5
Soil organisms ||| soil organism ||| 5 ||| 5
Infrastructure ||| infrastructure ||| 5 ||| 5
lairage ||| farm store ||| 5 ||| 5
Storage ||| storage ||| 5 ||| 5
earth science ||| earth science ||| 5 ||| 5
región ||| region ||| 4 ||| 5
movement of surface water ||| land water circulation ||| 5 ||| 5
lairage ||| farm store ||| 5 ||| 5
latitude decimal ||| decimal latitude ||| 3 ||| 4
Index of foliar surface ||| leaf area index ||| 4 ||| 5
ádefendant done not protect ||| unprotected area ||| 1 ||| 0
mixed chemical substance ||| mixed chemical substance ||| 5 ||| 5
sexual differentiation ||| sexual differentiation ||| 5 ||| 5
protected site ||| protected site ||| 5 ||| 5
diploid cell ||| diploid cell ||| 5 ||| 5
Esporofitas ||| sporophyte ||| 2 ||| 0
cultural method ||| cultural method ||| 5 ||| 0
rank estadístico ||| Statistical range ||| 2 ||| 3
equilateral triangle ||| Equilateral-Triangle ||| 5 ||| 5
cosine ||| Cosine ||| 5 ||| 5
data ||| Data ||| 5 ||| 5
Squared ||| Square ||| 5 ||| 5
data ||| Data ||| 5 ||| 5
regular polygon ||| Regular-Polygon ||| 5 ||| 5
frequency polygon ||| Polygon of frequencies ||| 5 ||| 5
measurement of the dispersion ||| Variability measure ||| 4 ||| 5
centre of a circle ||| Circle-center ||| 4 ||| 5
statistical range ||| Statistical range ||| 5 ||| 5
centre of a circle ||| Circle-center ||| 4 ||| 5
representativity ||| Representativity ||| 5 ||| 5
statistical rank ||| Statistical range ||| 5 ||| 5
addition ||| Addition ||| 5 ||| 5
simple equation ||| Linear Equation ||| 5 ||| 5
Statistical analysis ||| Statistical analysis ||| 5 ||| 5
simple equation ||| Linear Equation ||| 5 ||| 5
adición ||| Addition ||| 4 ||| 4
triangle ||| Right-Triangle ||| 5 ||| 4
anonymous root ||| anonymous root ||| 5 ||| 5
Project ||| Project ||| 5 ||| 5
name ||| name ||| 5 ||| 5
license ||| license ||| 5 ||| 5
to tester ||| tester ||| 4 ||| 2
descripción ||| description ||| 5 ||| 5
Subversion Repository ||| Subversion Repository ||| 5 ||| 5
collaborating ||| helper ||| 5 ||| 3
name ||| name ||| 5 ||| 5
collaborator ||| helper ||| 5 ||| 5
BitKeeper repository ||| Bitkeeper Repository ||| 5 ||| 5
Repositorio BitKeeper ||| Bitkeeper Repository ||| 3 ||| 4
created ||| created ||| 5 ||| 5
old page Web ||| old-homepage ||| 5 ||| 5
sailing ||| browse ||| 5 ||| 5
surf ||| browse ||| 5 ||| 5
tester ||| tester ||| 5 ||| 5
screenshots ||| screenshots ||| 5 ||| 5
let-off motion ||| developer ||| 0 ||| 0
main developer ||| maintainer ||| 5 ||| 5
