Backache ||| Backache ||| 5 ||| 5
Hematuria ||| Hematuria ||| 5 ||| 4
Bovine plague ||| Cattle plague ||| 5 ||| 3
Red eyes ||| Red eyes (Human) ||| 5 ||| 5
Genital ulcer ||| Genital ulcer ||| 5 ||| 5
Náusea (Equine) ||| Nausea (Equine) ||| 3 ||| 4
Mosquito Culex ||| Culex mosquito ||| 5 ||| 5
Condyloma ||| Condyloma ||| 5 ||| 5
Asymptomatic (Human) ||| Asymptomatic (Human) ||| 5 ||| 4
Cryptosporidium parvum ||| Cryptosporidium parvum ||| 5 ||| 5
Vómyth in posos of café ||| Coffee ground upchuck (Human) ||| 2 ||| 2
Cat ||| Cat ||| 5 ||| 5
Pain in the joints (Rodents) ||| Arthralgia (Rodent) ||| 5 ||| 5
prokaryote ||| prokaryote ||| 5 ||| 5
decoración ||| decoration ||| 2 ||| 3
fine loamy ||| loamy very fine ||| 5 ||| 3.5
convariety ||| convariety ||| 3 ||| 4
site ||| site ||| 5 ||| 5
defining the axon ||| taxon authority ||| 4 ||| 4
manufacturing chemical ||| manufacturing chemical ||| 5 ||| 3
substance ||| substance ||| 5 ||| 5
Plant Collection ||| plant collection ||| 5 ||| 5
Restriction enzyme ||| restriction enzyme ||| 5 ||| 5
data stock ||| data collection ||| 5 ||| 4
numeric entity ||| numerical entity ||| 5 ||| 5
data collection ||| data collection ||| 5 ||| 4
breeding ||| breeding ||| 5 ||| 2
medium sand ||| medium sand ||| 5 ||| 5
blast ||| wind ||| 5 ||| 3
Stages of plant development ||| plant developmental stage ||| 5 ||| 5
salinity ||| salinity ||| 5 ||| 5
extinct ||| extinct ||| 5 ||| 5
genome-environment interaction ||| genome-environment interaction ||| 5 ||| 5
I am used ácido ||| acid soil ||| 3 ||| 2
genetic erosion ||| genetic erosion ||| 5 ||| 5
filogenéCosta Rican ||| phylogenetics ||| 1 ||| 0
environmental degradation ||| environmental degradation ||| 5 ||| 5
allele ||| allele ||| 5 ||| 4
cormophyte ||| cormophyte ||| 5 ||| 5
Angiospermaes ||| angiosperm ||| 5 ||| 5
geography ||| geography ||| 5 ||| 5
government institution ||| governmental institute ||| 5 ||| 5
Genomes ||| genome ||| 5 ||| 5
region property ||| region property ||| 4 ||| 4
estación experimental ||| experimental station ||| 3 ||| 3
food for animals ||| animal food ||| 5 ||| 5
strip transect ||| strip transect ||| 4 ||| 4
Ecology ||| ecology ||| 5 ||| 5
Light requirements ||| light requirement ||| 4 ||| 3
land region ||| land region ||| 4 ||| 4
plant adaptation ||| plant adaption ||| 5 ||| 5
sandy clay ||| sandy clay ||| 5 ||| 4
Planificación ||| planning ||| 2 ||| 3
manoeuvre ||| evolution ||| 5 ||| 3
Hibridación intraespecífica ||| intraspecific hybridization ||| 2 ||| 3
boreal ||| boreal zone ||| 5 ||| 4
breeding system ||| breeding system ||| 5 ||| 5
instalación of investigación ||| research facility ||| 2 ||| 3
terrestrial ecosystem ||| terrestrial ecosystem ||| 5 ||| 5
protección ||| protection ||| 2 ||| 3
perfume ||| perfume ||| 5 ||| 5
reference ||| reference ||| 5 ||| 5
it threatens to the crop ||| harvesting threat ||| 3 ||| 3
región terrestrial ||| land region ||| 3 ||| 4
furnishing ||| furnishing ||| 5 ||| 5
investigación-exploración ||| research-exploration ||| 2 ||| 3
I am used sandy clear fine ||| loamy fine sand ||| 2 ||| 2
geophysics ||| geophysics ||| 5 ||| 5
administrative region ||| administrative region ||| 5 ||| 5
grassland habitat ||| grassland habitat ||| 5 ||| 4
Collections of material genéCosta Rican ||| germplasm collection ||| 2.5 ||| 2.5
vegetable nutrient ||| plant nutrient ||| 5 ||| 5
grassland habitat ||| grassland habitat ||| 5 ||| 5
cave habitat ||| cave habitat ||| 5 ||| 5
Primary Production ||| primary production ||| 5 ||| 5
land element ||| land element ||| 5 ||| 5
Point transect ||| point transect ||| 4 ||| 5
compañíto of seeds ||| seed company ||| 3 ||| 4
commutator ||| collecting actor ||| 5 ||| 2
introduced vegetation ||| introduced vegetation ||| 5 ||| 5
helófita ||| helophyte ||| 2 ||| 3
plant ||| plant ||| 5 ||| 4
upper slope ||| upper slope ||| 5 ||| 3
fibro-vascular tissue ||| vascular tissue ||| 5 ||| 4
Mineral soil ||| mineral soil ||| 5 ||| 4
arctic zone ||| arctic zone ||| 5 ||| 5
water ||| water ||| 5 ||| 5
apospory ||| apospory ||| 5 ||| 5
Yolk (plant) ||| bud ||| 5 ||| 3
hábitat ribereñor ||| coastline habitat ||| 2 ||| 3
taxon endangerment classification ||| taxon endangerment classification ||| 4 ||| 4
very fine sand ||| very fine sand ||| 5 ||| 5
possessor of germoplasma ||| germplasm holder ||| 5 ||| 4
floor malting ||| germination ||| 5 ||| 3
decomposer ||| decomposer ||| 5 ||| 5
Legislation document ||| legislation document ||| 5 ||| 5
hábitat bushy ||| shrubland habitat ||| 3 ||| 4
feminine flower ||| female flower ||| 5 ||| 5
herbarium ||| herbarium ||| 5 ||| 5
traffic ||| circulation ||| 5 ||| 3
Red List ||| red list ||| 5 ||| 5
subtropical zone ||| subtropical zone ||| 5 ||| 5
main campus ||| founder stock ||| 5 ||| 3
order ||| array ||| 5 ||| 5
operating conditions ||| facility ||| 5 ||| 3
length decimal ||| decimal longitude ||| 5 ||| 3
Forest management ||| forest management ||| 5 ||| 5
scalar line integral ||| circulation ||| 5 ||| 0
threat classification ||| threat classification ||| 5 ||| 5
Rhythms biológicos ||| biological rhythm ||| 3 ||| 3
clasificación of the threat ||| threat classification ||| 3 ||| 3
degradación of the hábitat ||| habitat degradation ||| 2 ||| 3
land use ||| land use ||| 5 ||| 5
subdivisión of país ||| country subdivision ||| 3 ||| 3
kingdom ecológico ||| ecology realm ||| 3 ||| 3
Plant morphology ||| plant morphology ||| 5 ||| 5
colección crioconservada ||| cryopreserved collection ||| 2 ||| 3
flowering requirement ||| flowering requirement ||| 5 ||| 5
terrestrial region ||| land region ||| 4 ||| 4
decomposer ||| decomposer ||| 5 ||| 5
habitat ||| habitat ||| 5 ||| 5
common name of the taxon ||| common taxon name ||| 4 ||| 4
weed ||| weed ||| 5 ||| 5
hazardous substance ||| hazardous substance ||| 5 ||| 5
Processes ||| processes ||| 5 ||| 5
image analysis ||| image analysis ||| 5 ||| 5
organic compound ||| organic substance ||| 5 ||| 5
neofita ||| neophyte ||| 2 ||| 3
autoecologíto ||| autecology ||| 2 ||| 3
Property ||| ownership ||| 5 ||| 5
autoecology ||| autecology ||| 5 ||| 5
cryopreservation ||| cryopreservation ||| 5 ||| 5
peak montañbear ||| mountain peak ||| 2.5 ||| 2
taxonomic rank ||| taxonomic rank ||| 5 ||| 5
hybrid ||| hybrid ||| 5 ||| 4
environmental policy ||| environmental policy ||| 5 ||| 5
synthetic population ||| synthetic population ||| 5 ||| 5
Horticulture ||| horticulture ||| 5 ||| 5
Conservación of the nature ||| nature conservation ||| 3 ||| 4
quantity ||| quantity ||| 5 ||| 5
terrace ||| terrace ||| 5 ||| 4
plant category ||| plant category ||| 5 ||| 5
acquisition date ||| acquisition date ||| 5 ||| 5
andromonoecious ||| andromonoecious ||| 5 ||| 4
water tank ||| deposit ||| 5 ||| 3
founder stock ||| founder stock ||| 5 ||| 5
pedigree ||| pedigree ||| 5 ||| 4
seed company ||| seed company ||| 5 ||| 5
self-exogamy ||| auto-allogamy ||| 5 ||| 5
reference taxonómica ||| taxonomical reference ||| 3 ||| 4
vegetable origin ||| plant origin ||| 5 ||| 5
región superficial ||| surface region ||| 3 ||| 3
institución autónoma ||| autonomous institute ||| 2 ||| 3
epilithic ||| epilithic ||| 5 ||| 5
reference herbarium ||| reference herbarium ||| 5 ||| 5
reference of right ||| legislation reference ||| 4 ||| 3
environmental monitoring ||| ecology-related activity ||| 5 ||| 5
Resources genéCosta Rican ||| genetic resource ||| 2 ||| 3
weaving product ||| weaving product ||| 5 ||| 5
ademán ||| motion ||| 2 ||| 3
Land rehabilitated ||| reclaimed land ||| 4 ||| 4
strip transect ||| strip transect ||| 5 ||| 5
Traditional uses ||| traditional use ||| 5 ||| 5
Selection criteria ||| selection criteria ||| 5 ||| 5
locality ||| locality ||| 5 ||| 5
structure of vascular plant ||| vascular plant structure ||| 4 ||| 5
protest ||| resource ||| 5 ||| 1
hábitat general ||| general habitat ||| 3 ||| 3
conservación in situ ||| in situ conservation ||| 3 ||| 3
latitude ||| latitude ||| 5 ||| 5
Heritage Information ||| hereditary information ||| 5 ||| 5
date of adquisición ||| acquisition date ||| 3 ||| 3
gametophytic apomixis ||| gametophytic apomixis ||| 5 ||| 5
lichen ||| lichen ||| 5 ||| 5
chemical element ||| element ||| 5 ||| 5
acquisition date ||| acquisition date ||| 5 ||| 5
Nucleic Acids ||| nucleic acid ||| 5 ||| 5
propagule ||| propagule ||| 2 ||| 3
specimen ||| voucher ||| 5 ||| 5
tree cropping ||| tree cropping ||| 5 ||| 5
dam longitudinal; lateral dike; dam alluvial ridge ||| levee ||| 3.5 ||| 5
Anatomíto of the plant ||| plant anatomy ||| 3 ||| 3
Transgénicos ||| transgenic ||| 2 ||| 3
biome ||| biome ||| 5 ||| 5
policy-based action ||| policy-based action ||| 5 ||| 5
población ||| population ||| 2 ||| 3
Economíto of the producción ||| production economics ||| 2 ||| 3
Development económonkey and social ||| socioeconomic development ||| 2.5 ||| 3
food ||| food ||| 5 ||| 5
monoecious ||| monoecious ||| 5 ||| 5
policy ||| policy ||| 5 ||| 5
Transport ||| transport ||| 5 ||| 5
studbook ||| pedigree ||| 5 ||| 5
economics ||| economics ||| 5 ||| 5
Soil organisms ||| soil organism ||| 5 ||| 5
Infrastructure ||| infrastructure ||| 5 ||| 5
lairage ||| farm store ||| 5 ||| 4
Storage ||| storage ||| 5 ||| 5
earth science ||| earth science ||| 5 ||| 5
región ||| region ||| 2 ||| 3
movement of surface water ||| land water circulation ||| 5 ||| 5
lairage ||| farm store ||| 5 ||| 5
latitude decimal ||| decimal latitude ||| 4 ||| 5
Index of foliar surface ||| leaf area index ||| 5 ||| 5
ádefendant done not protect ||| unprotected area ||| 2 ||| 3
mixed chemical substance ||| mixed chemical substance ||| 5 ||| 5
sexual differentiation ||| sexual differentiation ||| 5 ||| 5
protected site ||| protected site ||| 5 ||| 5
diploid cell ||| diploid cell ||| 5 ||| 5
Esporofitas ||| sporophyte ||| 2 ||| 3
cultural method ||| cultural method ||| 5 ||| 3
rank estadístico ||| Statistical range ||| 3 ||| 3
equilateral triangle ||| Equilateral-Triangle ||| 5 ||| 5
cosine ||| Cosine ||| 5 ||| 5
data ||| Data ||| 5 ||| 5
Squared ||| Square ||| 5 ||| 5
data ||| Data ||| 5 ||| 5
regular polygon ||| Regular-Polygon ||| 5 ||| 5
frequency polygon ||| Polygon of frequencies ||| 5 ||| 2
measurement of the dispersion ||| Variability measure ||| 5 ||| 5
centre of a circle ||| Circle-center ||| 5 ||| 5
statistical range ||| Statistical range ||| 5 ||| 5
centre of a circle ||| Circle-center ||| 5 ||| 5
representativity ||| Representativity ||| 5 ||| 5
statistical rank ||| Statistical range ||| 5 ||| 5
addition ||| Addition ||| 5 ||| 5
simple equation ||| Linear Equation ||| 5 ||| 3
Statistical analysis ||| Statistical analysis ||| 5 ||| 5
simple equation ||| Linear Equation ||| 5 ||| 3
adición ||| Addition ||| 2 ||| 3
triangle ||| Right-Triangle ||| 5 ||| 3
anonymous root ||| anonymous root ||| 5 ||| 5
Project ||| Project ||| 5 ||| 5
name ||| name ||| 5 ||| 5
license ||| license ||| 5 ||| 5
to tester ||| tester ||| 3 ||| 4
descripción ||| description ||| 2 ||| 3
Subversion Repository ||| Subversion Repository ||| 5 ||| 5
collaborating ||| helper ||| 5 ||| 4
name ||| name ||| 5 ||| 5
collaborator ||| helper ||| 5 ||| 5
BitKeeper repository ||| Bitkeeper Repository ||| 5 ||| 5
Repositorio BitKeeper ||| Bitkeeper Repository ||| 3 ||| 4
created ||| created ||| 5 ||| 5
old page Web ||| old-homepage ||| 3.5 ||| 4
sailing ||| browse ||| 5 ||| 5
surf ||| browse ||| 5 ||| 3
tester ||| tester ||| 5 ||| 5
screenshots ||| screenshots ||| 5 ||| 5
let-off motion ||| developer ||| 5 ||| 0
main developer ||| maintainer ||| 5 ||| 5
